,observation_time,temperature,weather_code,weather_icons,weather_descriptions,wind_speed,wind_degree,wind_dir,pressure,precip,humidity,cloudcover,feelslike,uv_index,visibility,is_day
0,2022-09-18 04:36:00,27,296,https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,"Light Rain, Rain Shower",26,80,E,1012,0.1,84,75,30,1,10,no
