,observation_time,temperature,weather_code,weather_icons,weather_descriptions,wind_speed,wind_degree,wind_dir,pressure,precip,humidity,cloudcover,feelslike,uv_index,visibility,is_day
0,2022-10-24 22:34:00,28,116,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,17,70,ENE,1011,0.2,84,25,32,6,10,no
